path	transcript	t1	t2
ordS125-06	я уже у тебя спрашивала / снова / территориально где это расположено ? // # значит / (в-в) вот он меня / собственно говоря / оттолкнул от / к... к... комендантского / ой блин / кондратьевского проспекта //	849.606	860.124
ordS125-06	вот / то есть у него папа приехал в Москву // # до работы добираться номально ? //	874.188	876.99
ordS125-06	как там / там (...) рядом (...) метро ? // # так (...) / ну(:) за сорок тысяч я раком буду добираться / и меня еще сверху будут поливать говном //	876.99	883.47
ordS125-06	там буду переводиться / то есть у него сейчас тоже там // # к какому папе ? //	959.376	962.94
ordS125-06	ну п.. приехал / поехал в Гвинею или куда ? // # папа у него в Москву постоянно приезжает / потому что он учился здесь / у него здесь полно друзей / *п и он ведет ... / *П нет ну он ведет бизнес // # ну ты как будто такая истина / я что ты ее не знаю / это странное дело то ! //	965.994	976.746
ordS125-06	кого / *П сына / *П чего так ? // # сына / *П Бенгиза% //	1004.886	1007.07
ordS125-06	а теперь этого любит больше всех / потому что он там / *П обрюхатил всех женщин в радиусе ста километров там // @ а чего это он его чуть не застрелил ? //	1007.07	1013.358
ordS125-06	вот / первый раз когда приехал // # кто кого не встречает ? / # ну папа (...) Бенгиза% / когда он приехал ! //	1029.504	1034.082
ordS125-06	вот / потом прибегает папа с пистолетом сорок пятого калибра / говорит ты чего делаешь ? //	1059.198	1063.458
ordS125-06	да ? // # да / чуть не убил сына *С //	1071.192	1074.174
ordS125-06	а он чего не знал ? // # а потом //	1074.174	1075.38
ordS125-06	да он не дурачок / ему ... // # не ну он не знал этого что ли ? // # он / это было в девяностые годы / когда ... //	1076.376	1081.134
ordS125-06	так / ну что / звоним или что тут дальше ? // # вот / сейчас мам //	1090.236	1093.128
ords126-14	ты вообще читаешь вот / эмейлы которые я посылаю ? //	148.272	151.344
ords126-14	*В то есть вот мои последние / до тебя доходили  да ? //	152.862	156.46800000000002
ords126-14	(э-э) где четырнадцать часов / вот в этом в крематории там / (э-э) да ? //	171.666	175.752
ords126-14	нет ? //	175.998	176.436
ords126-14	кто завтра пойдет ? //	188.346	189.912
ords126-14	*Н значит вы встречаетесь где ? //	224.85	228.204
ords126-14	а в каком / а в каком / в каком районе твой врач / в каком районе ? //	321.594	326.034
ordS130-10	ну с... неизвестно сначала как что ?	50.360	52.490
ordS130-10	а ?	54.070	54.300
ordS130-10	чего чего ?	54.930	55.370
ordS130-10	Ваня% сказал / что неме... немедленно ... / хотел вызывать скорую туда / говорит какое туда ? (э) там далеко / в общем (...) вези сразу в больницу / сказал в какую //	106.63499999999999	116.305
ordS130-10	а я если бы / (...) это было (...) (м-м) ну ты (...) ты сама / (...) а ? что ?	166.695	173.57999999999998
ordS130-10	как (э) ко... ?	189.9	190.8
ordS130-10as	ну с... неизвестно сначала как что ?	50.360	52.490
ordS130-10as	а ?	54.070	54.300
ordS130-10as	чего чего ?	54.930	55.370
ordS130-10as	Ваня% сказал / что неме... немедленно ... / хотел вызывать скорую туда / говорит какое туда ? (э) там далеко / в общем (...) вези сразу в больницу / сказал в какую //	106.63499999999999	116.305
ordS130-10as	а я если бы / (...) это было (...) (м-м) ну ты (...) ты сама / (...) а ? что ?	166.695	173.57999999999998
ordS130-10as	как (э) ко... ?	189.9	190.8
ordS132-11	у тебя новая пепелка ? //	26.922	28.092
ordS132-11	кто такую клевую тебе ее подарил ? // # Ирина%_Ли% //	30.144	32.358
ordS132-11	она здесь что ли ? // # неа //	36.438	37.776
ordS132-11	как она тебе ее передала ? //	38.472	39.552
ordS132-11	чего ? //	52.032	52.374
ordS132-11	вот / б... // # зачем я пальто года брала ? // # без понятия //	53.322	56.340
